Category,Outbreak,Location 1 1,Location 1 2 1,Location 1 2 2,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27
Whooping Cough,Whooping Cough,Australia ,Canberra,,Australia,-35.28200,149.12868,8/2015,2015.0,270.0,0.0,Epidemic,"Belot, Henry. ""Whooping cough cases top 270 with new reports at Hawker Primary School."" The Canberra Times. August 26, 2015. ",http://www.canberratimes.com.au/act-news/whooping-cough-cases-top-270-with-new-reports-at-hawker-primary-school-20150826-gj80jf.html,,,,,,,,,,,,,,
Measles,Measles,Australia ,New South Wales,,Australia,-28.23696,153.5098,12/2015,2015.0,2.0,0.0,Secondary,"St. Mary's Star. ""NSW Health warns of measles outbreak."" December 22, 2015. ",http://www.stmarysstar.com.au/story/3597825/nsw-health-warns-of-measles-outbreak/?cs=1508,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,Victoria,,Australia,-35.47347,149.01237,2015-04-01T00:00:00Z,2015.0,115.0,0.0,Epidemic,"Australian Broadcasting Corporation. ""Whooping cough cases in ACT double compared to last year."" April 28, 2015. ",http://www.abc.net.au/news/2015-04-28/pertussis-whooping-cough-cases-in-act-double-last-years/6427590,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,Western Australia,,Australia,-27.67282,121.62831,1/2015-12/2015,2015.0,1784.0,1.0,Epidemic,"Trigger, Rebecca. ""Whooping cough outbreak may be imminent, WA Health warns."" January 5, 2016. ABC News. ",http://www.abc.net.au/news/2016-01-05/wa-health-warns-whooping-cough-outbreak-imminent/7068350,,,,,,,,,,,,,,
Measles,Measles,Australia ,Melbourne,,Australia,-37.76787,144.96193,3/2016,2016.0,21.0,0.0,Cluster,"The Age Victoria. ""Melbourne measles outbreak reaches 21, extends its reach."" March 17, 2016. ",http://www.theage.com.au/victoria/melbourne-measles-outbreak-reaches-21-extends-its-reach-20160317-gnlld9.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,New South Wales,,Australia,-28.23696,153.5098,3/2016,2016.0,2369.0,0.0,Epidemic,"Baker, Jordan and Keely McDonough. ""Whooping cough rise: Booster at 18 months to help repel rise of potential killer."" The Daily Telegraph. March 5, 2016. ",http://www.dailytelegraph.com.au/news/whooping-cough-rise-booster-at-18-months-to-help-repel-rise-of-potential-killer/news-story/1b4da2e47a0392d51266d860889a50fa,,,,,,,,,,,,,,
Measles,Measles,Australia ,Sydney,,Australia,-33.86749,151.20699,4/2016,2016.0,2.0,0.0,Cluster,"News.com.au. ""Measles alert for Sydney after four cases detected."" April 7, 2016. ",http://www.news.com.au/national/nsw-act/measles-alert-for-sydney-after-four-cases-detected/news-story/98bb05e86ca188f9621a7d17d98272bb,,,,,,,,,,,,,,
Mumps,Mumps,Australia ,Broome,,Australia,-17.961434,122.235852,4/2016,2016.0,2.0,0.0,Cluster,"Parke, Erin. ""No visitors allowed as Broome prison copes with mumps virus."" abc.net.au. April 21, 2016.",http://www.abc.net.au/news/2016-04-21/mumps-at-broome-prison/7346818,,,,,,,,,,,,,,
Measles,Measles,Australia ,Tasmania,,Australia,-41.36504,146.62849,5/2016,2016.0,4.0,0.0,Cluster,"Langenberg, Adam. ""More Tasmanians diagnosed with measles."" The Advocate. May 20, 2016. ",http://www.theadvocate.com.au/story/3919720/three-more-measles-cases-detected/,,,,,,,,,,,,,,
Measles,Measles,Australia ,Victoria,,Australia,-35.47347,149.01237,7/2016,2016.0,4.0,0.0,Cluster,"Powley, Kathryn. ""Fresh Victorian measles warning issued after fourth case confirmed."" Herald Sun. July 5, 2016.",http://www.heraldsun.com.au/news/victoria/fresh-victorian-measles-warning-issued-after-fourth-case-confirmed/news-story/8cddd5f2d32648e588a42a6522c33919,,,,,,,,,,,,,,
Measles,Measles,Australia ,South Australia,,Australia,-30.000232,136.209155,9/2016,2016.0,2.0,0.0,Secondary,"9News, ""Two new cases of measles detected in South Australia."" September 9, 2016, ",http://www.9news.com.au/national/2016/09/09/16/40/two-new-cases-of-measles-detected-in-south-australia,,,,,,,,,,,,,,
Attacks,Announcement,Australia ,South Australia,,Australia,-30.000232,136.209155,9/2016,2016.0,0.0,0.0,Announcement,"9News. ""Measles warning issued for South Australian travellers."" September 14, 2016.",http://www.9news.com.au/health/2016/09/14/23/05/measles-warning-for-sa-residents,,,,,,,,,,,,,,
Measles,Measles,Australia ,South Australia,,Australia,-30.000232,136.209155,9/2016,2016.0,2.0,0.0,Secondary,"Stokes, Katrina. ""Two new measles cases in SA as health authorities urge people to ensure they are vaccinated."" The Advertiser. September 21, 2016. ",http://www.adelaidenow.com.au/news/south-australia/two-new-measles-cases-in-sa-as-health-authorities-urge-people-to-ensure-they-are-vaccinated/news-story/ec53865fef07766fd5f615a66f1cb3d4,,,,,,,,,,,,,,
Attacks,Announcement,Australia ,Darwin,,Australia,-12.463440,130.845642,10/2016,2016.0,0.0,0.0,Announcement,"Jones, Lucy. ""NT authorities on measles alert in Darwin."" Townsville Bulletin. October 21, 2016.",http://www.townsvillebulletin.com.au/news/breaking-news/nt-authorities-on-measles-alert-in-darwin/news-story/51ced6cc249f161e111f55eefcf0df1a,,,,,,,,,,,,,,
Measles,Measles,Australia ,Perth,,Australia,-31.950527,115.860457,10/2016,2016.0,1.0,0.0,Secondary,"""Perth health alert: Man diagnosed with measles after Tokyo holiday."" Perth Now. October 27, 2016.",http://www.perthnow.com.au/news/western-australia/perth-health-alert-man-diagnosed-with-measles-after-tokyo-holiday/news-story/5a470fc77e10e538ed39265faa18029d,,,,,,,,,,,,,,
Attacks,Announcement,Australia ,Western Australia,,Australia,-27.672817,121.628310,10/2016,2016.0,0.0,0.0,Announcement,"""WA health department issues measles warning after second case in a week."" News.com.au. October 30, 2016.",http://www.news.com.au/national/western-australia/wa-health-department-issues-measles-warning-after-second-case-in-a-week/news-story/c20046bdd1902c23789ce5a35d2e1b25,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,Northern Territory,,Australia,-19.49141,132.55096,11/2016,2016.0,165.0,0.0,Epidemic,"Brown, Carmen. ""Whooping cough cases double in Northern Territory."" ABC News. November 15, 2016.",http://www.abc.net.au/news/2016-11-15/whooping-cough-cases-double-in-the-northern-territory/8027570,,,,,,,,,,,,,,
Measles,Measles,Australia ,Perth,,Australia,-31.950527,115.860457,12/2016,2016.0,2.0,0.0,Cluster,"ABC. ""Perth measles outbreak fears after unvaccinated families exposed."" December 21, 2016. ",http://www.abc.net.au/news/2016-12-21/measles-outbreak-concerns-after-unvaccinated-families-exposed/8139406,,,,,,,,,,,,,,
Measles,Measles,Australia ,Sydney,,Australia,-33.868820,151.209296,12/2016,2016.0,4.0,0.0,Cluster,"Stuart, Riley. ""Measles outbreak fears after fourth Sydney case in three weeks."" ABC. December 27, 2016. ",http://www.abc.net.au/news/2016-12-28/sydney-measles-outbreak-fears-after-fourth-case-in-three-weeks/8151206,,,,,,,,,,,,,,
Measles,Measles,Australia ,New South Wales,,Australia,-33.868820,151.209296,4/2017,2017.0,23.0,0.0,Cluster,"Aubusson, Kate. ""NSW measles count climbs to 23, latest infectious case spent time at Powerhouse Museum, Liverpool Westfield."" The Sydney Morning Herald. April 21, 2017. ",http://www.smh.com.au/national/health/nsw-measles-count-climbs-to-23-latest-infectious-case-spent-time-at-powerhouse-museum-liverpool-westfield-20170421-gvpq14.html,,,,,,,,,,,,,,
Measles,Measles,Australia ,Melbourne,,Australia,-37.813628,144.963058,1/2017,2017.0,2.0,0.0,Secondary,"Donelly, Beau. ""Measles warning: Two cases identified in Melbourne."" The Age. January 17, 2017. ",http://www.theage.com.au/victoria/measles-warning-two-cases-identified-in-melbourne-20170117-gtt56i.html,,,,,,,,,,,,,,
Measles,Measles,Australia ,Queensland,,Australia,-20.917574,142.702796,3/2017,2017.0,4.0,0.0,Cluster,"Miles, Janelle. ""Measles alert at St Stephen’s College, Coomera."" The Courier Mail. March 15, 2017. ",http://www.couriermail.com.au/news/queensland/measles-alert-at-st-stephens-college-coomera/news-story/681b999dffb93be682266e8d8f3c5f5e,,,,,,,,,,,,,,
Measles,Measles,Australia ,Victoria,,Australia,-37.471308,144.785153,3/2017,2017.0,1.0,0.0,Isolated,"Van den Berg, Lucie. ""Measles risk for shoppers at Weeibee Plaza."" Herald Sun. March 11, 2017.",http://www.heraldsun.com.au/news/victoria/measles-risk-for-shoppers-at-werribee-plaza/news-story/6a00c85320b949f2b5a789b7022d66b4,,,,,,,,,,,,,,
Mumps,Mumps,Australia ,Queensland,,Australia,-20.917574,142.702796,3/2017,2017.0,89.0,0.0,Cluster,"White Sunday Times. ""Worst virus outbreak in 20 years affecting young pepple."" March 14, 2017",https://www.whitsundaytimes.com.au/news/worst-virus-outbreak-20-years-affecting-young-peop/3154400/,,,,,,,,,,,,,,
Attacks,Announcement,Australia ,,,Australia,-25.274398,133.775136,3/2017,2017.0,0.0,0.0,Announcement,"BBC News. ""Australia considers childcare ban on unvaccinated children."" March 13, 2017. ",http://www.bbc.com/news/world-australia-39251585,,,,,,,,,,,,,,
Other,Tetanus,Australia ,New South Wales,,Australia,-31.253218,146.921099,3/2017,2017.0,1.0,0.0,Isolated,"MacKenzie, Bruce. ""Vaccination debate flares on NSW north coast after 7yo contracts tetanus."" ABC. March 16, 2017. ",http://www.abc.net.au/news/2017-03-17/tetanus-girl-not-vaccinated-say-health-authorities/8362722,,,,,,,,,,,,,,
Mumps,Mumps,Australia ,North West Queensland and Gulf,,Australia,-20.917574,142.702796,3/2017,2017.0,20.0,0.0,Cluster,"The North West Star. ""Mumps outbreak in the North."" March 24, 2017. ",http://www.northweststar.com.au/story/4553415/mumps-outbreak-in-the-north/,,,,,,,,,,,,,,
Other,Tetanus,Australia ,South Australia,,Australia,-30.000232,136.209155,4/2017,2017.0,1.0,0.0,Isolated,"ABC. ""Tetanus case confirmed in South Australian toddler."" April 28, 2017. ",http://www.abc.net.au/news/2017-04-28/sa-toddler-in-hospital-after-tetanus-case-confirmed/8481140,,,,,,,,,,,,,,
Measles,Measles,Australia ,Western Australia,,Australia,-27.672817,121.628310,5/2017,2017.0,7.0,0.0,Secondary,"O'Leary, Cathy. ""Measles risk for Bali holiday-makers."" Perth Now. May 3, 2017. ",http://www.perthnow.com.au/news/western-australia/measles-risk-for-bali-holidaymakers/news-story/d6e5d6ea8ffa2b1105ca95580eb5cb09,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,New South Wales,,Australia,-31.253218,146.921099,5/2017,2017.0,79.0,0.0,Cluster,"The Northern Star. ""Calls for vaccination: 79 cases of whooping cough in April."" May 4, 2017. ",https://www.northernstar.com.au/news/vaccinate-now-37-cases-of-whooping-cough-in-a-week/3173820/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,South Australia,,Australia,-30.000232,136.209155,1/2017,2017.0,648.0,0.0,Cluster,"Port Lincoln Times. ""Whooping Cough Cases on the Rise."" May 23, 2017.",http://www.portlincolntimes.com.au/story/4682157/rise-in-local-whooping-cough-cases/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Australia ,"Cairns, Queensland",,Australia,-16.918810,145.778103,1/2017,2017.0,45.0,0.0,Cluster,"Bateman, Daniel. ""Parents Blame School for Not Warning Public About Whooping Cough."" The Cairns Post. May 23, 2017.",http://www.cairnspost.com.au/news/cairns/parents-blame-school-for-not-warning-public-about-whooping-cough-outbreak/news-story/c339b6eb1fb23fef6738bab0054458ce,,,,,,,,,,,,,,
Measles,Measles,Austria,Styria,,Europe,47.264901,14.89393,3/2009,2009.0,37.0,0.0,Secondary,"Kasper, S. ""Measles outbreak in Styria, Austria, March-May 2009."" Eurosurveillance 14, no. 40 (2009).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19347,,,,,,,,,,,,,,
Measles,Measles,Austria,,,Europe,47.07012,12.98584,11/2011-10/2012,2012.0,35.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/press/news/Lists/News/ECDC_DispForm.aspx?List=32e43ee8-e230-4424-a783-85742124029a&ID=815&RootFolder=%2Fen%2Fpress%2Fnews%2FLists%2FNews,,,,,,,,,,,,,,
Rubella,Rubella,Austria,,,Europe,48.18074,15.46875,11/2011-10/2012,2012.0,10.0,0.0,Isolated,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Other,Diphtheria,Austria,,,Europe,48.18074,15.46875,1/2017,2017.0,1.0,0.0,Secondary,"Allerberger, Franz. ""Diphtheria - Austria: cutaneous, ex Sri Lanka, tourist."" ProMED. January 1, 2017. ",http://www.promedmail.org/post/4736133,,,,,,,,,,,,,,
Measles,Measles,Austria,,,Europe,48.18074,15.46875,1/2017,2017.0,79.0,0.0,Cluster,"European Centre for Disease Prevention and Control. ""Europe - Update: Measles outbreak, >14,000 cases."" DG Alerts. July 7, 2017.",http://dgalerts.docguide.com/europe-update-measles-outbreak-14000-cases?nl_ref=newsletter&pk_campaign=newsletter,,,,,,,,,,,,,,
Measles,Measles,Bahrain,,,Asia,26.06670,50.55770,5/2016,2016.0,7.0,0.0,Cluster,"Alqatahni, Manaf. ""MEASLES - BAHRAIN: SPORADIC CASES."" May 19, 2016. ",http://promedmail.org/post/4232248,,,,,,,,,,,,,,
Measles,Measles,Bangladesh ,Bandarban,,Asia,22.20001,90.216667,4/2011,2011.0,200.0,20.0,Epidemic,"BanglaNews24 (Dhaka), ""Measles claims 20, infects 200 in Bandarban backwoods."" April 26, 2011.",http://www.banglanews24.com/English/detailsnews.php?nssl=44de5c4a29b65e29ca38f99f600921ea&nttl=2011042719317,,,,,,,,,,,,,,
Measles,Measles,Bangladesh ,"Sitakunda, Chittagong",,Asia,22.620499,91.673336,7/2017,2017.0,91.0,10.0,Cluster,"The Daily Star. ""Another child dies of measles in Sitakunda."" July 24, 2017.",http://www.thedailystar.net/country/bangladesh-chittagong-another-child-dies-measles-sitakunda-upazila-1438024,,,,,,,,,,,,,,
Measles,Measles,Belarus,,,Europe,54.52128,26.94629,2/2015,2015.0,1.0,0.0,Isolated,"Fit for travel. ""Measles."" March 6, 2015.",http://www.fitfortravel.scot.nhs.uk/advice/disease-prevention-advice/measles.aspx,,,,,,,,,,,,,,
Measles,Measles,Belgium,,,Europe,50.503887,4.469936,1/2011-12/2011,2011.0,192.0,0.0,Epidemic,"Sabbe, M. ""Measles resurgence in Belgium from January to mid-April 2011: a preliminary report."" Eurosurveillance 16, no. 16 (2011). + ""Measles and rubella monitoring,"" Surveillance Report, October 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19848; http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monitoring-oct-2012.pdf ,,,,,,,,,,,,,,
Measles,Measles,Belgium,,,Europe,50.54529,4.30801,11/2011-10/2012,2012.0,56.0,0.0,Epidemic,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Other,Diphtheria,Belgium,,,Europe,51.21945,4.40246,3/2016,2016.0,1.0,1.0,Isolated,"Herriman, Robert. ""Diphtheria fatality reported in unvaccinated Antwerp, Belgium child."" Outbreak News Today. March 20, 2016.",http://outbreaknewstoday.com/diphtheria-fatality-reported-in-unvaccinated-antwerp-belgium-child-26372/,,,,,,,,,,,,,,
Measles,Measles,Belgium,Wallonia,,Europe,51.21945,4.40246,4/2017,2017.0,288.0,0.0,Epidemic,"Grammens, et. al. ""ONGOING MEASLES OUTBREAK IN WALLONIA, BELGIUM, DECEMBER 2016 TO MARCH 2017: CHARACTERISTICS AND CHALLENGES."" Eurosurveillance, Volume 22. April 27, 2017. ",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=22787,,,,,,,,,,,,,,
Measles,Measles,Benin,,,Africa,9.61429,2.35794,1/2009-12/2009,2009.0,1001.0,0.0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Measles,Measles,Benin,,,Africa,9.30769,2.315834,1/2010-4/2010,2010.0,85.0,0.0,Epidemic,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html,,,,,,,,,,,,,,
Attacks,Announcement,Bhutan,,,Asia,27.5142,90.4336,7/2016,2016.0,0.0,0.0,Announcement,"Kuensel Staff. ""Polio vaccine in short supply."" Kuensel Online. July 31, 2016.",http://www.kuenselonline.com/,,,,,,,,,,,,,,
Measles,Measles,Bhutan,,,Asia,27.514162,90.433601,1/2016-12/2016,2016.0,45.0,0.0,Cluster,"Tshomo, Dechen. ""Trans-boundary infections threaten measles elimination target."" Kuensel. April 11, 2017. ",http://www.kuenselonline.com/trans-boundary-infections-threaten-measles-elimination-target/,,,,,,,,,,,,,,
Measles,Measles,Bhutan,,,Asia,27.514162,90.433601,1/2015-12/2015,2015.0,11.0,0.0,Cluster,"Tshomo, Dechen. ""Trans-boundary infections threaten measles elimination target."" Kuensel. April 11, 2017. ",http://www.kuenselonline.com/trans-boundary-infections-threaten-measles-elimination-target/,,,,,,,,,,,,,,
Attacks,Announcement,Bhutan,,,Asia,27.380151,90.411987,6/2017,2017.0,0.0,0.0,Announcement,"Reliefweb. ""Bhutan, Maldives eliminate measles."" World Health Organization. June 13, 2017.",http://reliefweb.int/report/bhutan/bhutan-maldives-eliminate-measles,,,,,,,,,,,,,,
Measles,Measles,Bosnia,,,Europe,43.73935,18.3252,5/2009,2009.0,161.0,0.0,Epidemic,"Berger, Stephen. Infectious Diseases of Bosnia and Herzegovina. GIDEON Informatics. September 17, 2010. ",https://books.google.com/books?id=Bv3vOU0hHugC&dq=bosnia+measles+2009&source=gbs_navlinks_s,,,,,,,,,,,,,,
Measles,Measles,Bosnia,,,Europe,43.91589,17.67908,1/2014-12/2014,2014.0,4829.0,0.0,Epidemic,"World Health Organization. ""WHO/Europe calls for scaled-up vaccination against measles."" February 25, 2015. ",http://www.euro.who.int/en/media-centre/sections/press-releases/2015/whoeurope-calls-for-scaled-up-vaccination-against-measles,,,,,,,,,,,,,,
Measles,Measles,Botswana,,,Africa,-22.32847,24.68487,1/2010-12/2010,2010.0,1412.0,0.0,Epidemic,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext,,,,,,,,,,,,,,
Attacks,Announcement,Botswana,,,Africa,-22.32847,24.68487,8/2016,2016.0,0.0,0.0,Announcement,"Selatlhwa, Innocent. ""Measles campaign rolls on despite deaths in Namibia ."" Mmegi Online. August 9, 2016.",http://www.mmegi.bw/index.php?aid=62146&dir=2016/august/09,,,,,,,,,,,,,,
Measles,Measles,Brazil ,Sao Paulo,,South America,-23.54894,-46.63882,1/2011-12/2011,2011.0,27.0,0.0,Epidemic,"Centre for Epidemiological Surveillance, ""Caso confirmado de Sarampo, Genótipo D8, residente 
em Bauru e histórico de deslocamento internacional,"" January 21, 2013.",http://www.cve.saude.sp.gov.br/htm/resp/pdf/alerta_sarampo_21jan13.pdf,,,,,,,,,,,,,,
Measles,Measles,Brazil ,,,South America,-8.81372,-36.95411,1/2013-12/2013,2013.0,138.0,0.0,Epidemic,"Banholzer, Marília. ""Pernambuco em alerta com aumento de casos de sarampo em todo o Estado."" NE10. January 10, 2014.
",http://ne10.uol.com.br/canal/cotidiano/grande-recife/noticia/2014/01/10/pernambuco-em-alerta-com-aumento-de-casos-de-sarampo-em-todo-o-estado-464518.php,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Brazil ,,,South America,1.82334,-50.8499,6/2014-9/2014,2014.0,11.0,11.0,Cluster,"Gradelha, Isabela. ""Epidemic of pertussis killed 11 indigenous children in 2014 in Acre."" A Gazeta do Acre. January 27, 2014. ",http://agazetadoacre.com/noticias/epidemia-de-coqueluche-matou-11-criancas-indigenas-em-2014-no-acre/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Brazil ,Bahia,,South America,-12.59641,-41.71841,1/2014-5/2014,2014.0,159.0,0.0,Epidemic,"Tribuna da Bahia. ""Whooping cough grows 25% in Bahia."" June 28, 2014.",http://www.tribunadabahia.com.br/2014/06/28/coqueluche-cresce-25-na-bahia,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Brazil ,Piaui,,South America,-7.71834,-42.72892,1/2014-12/2014,2014.0,176.0,2.0,Epidemic,"Sousa, Jhone. ""Aumentam os casos de coqueluche no Piauí: de 3 para 176 casos esse ano."" 180 Graus. December 18, 2014.",http://180graus.com/saude/aumentam-os-casos-de-coqueluche-no-piaui-de-3-para-176-casos-esse-ano,,,,,,,,,,,,,,
